country_code,country_name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CHL,Chile,48.9078577,50.93988253,53.49547203,52.56674166,50.8646139,47.62494629,47.65294555,45.51078546,46.0652066,48.7862648,51.35404677,50.77923545,47.04439969,46.90523542,47.91249793,45.7503886,45.50597704,46.00155043,49.92621779,55.23221302,54.7824606,53.33438041,55.16969639,57.66607134,61.41630086,66.52231683,73.65648233,80.35855446,80.9400764,84.37402839,80.96359875,79.23791015,79.7961388,81.96081084,87.4345921,88.0871768,89.45577747,98.21834913,102.6000967,98.96270478,101.6041026,112.2078812,116.2295976,118.7258463,110.9509192,116.6424168,121.9210716,124.59915,126.7867182,133.2976637,126.1560943,127.2098508,129.5282007,116.8374098,118.1208788
CHN,China,1714.421404,1747.006221,1825.162218,1880.933788,1901.671472,2089.245382,2151.92463,2337.553388,2548.354003,2606.605971,2584.943471,2564.329527,2662.998598,2781.818086,2972.975094,2990.58907,3132.161324,3319.728911,3510.808468,3634.848622,3712.743738,3845.508828,3965.076826,4171.73579,4354.601043,4762.328292,4771.004354,4794.633004,4898.208752,4850.392388,5063.8922,5255.074498,5584.83112,6292.884908,7131.53427,7974.396049,8759.338885,9356.343393,9576.295871,10196.87223,11062.04456,12056.806,12419.56698,12948.60799,13095.19744,12931.04165,12913.08702,13160.59347,13740.92992,14052.86225,14230.22955,14866.49358,14857.40109,15411.78344,15536.12168
CIV,Côte d’Ivoire,6.035294183,6.163894045,6.569912116,6.759905528,6.969070363,7.433502525,8.091687697,8.271312162,9.042421414,8.911427504,8.862462465,8.923693031,9.278388916,10.71116144,10.60306652,10.52156044,10.46090933,10.41579303,10.36954618,9.992779962,9.9375554,10.25378032,10.38701163,10.61673989,11.48108432,12.08902344,13.43984145,14.71751779,14.49667363,16.41477943,16.32410588,16.53203745,17.30991813,15.85138437,16.65889495,17.59576842,17.74817402,18.15911582,19.01811836,18.4168215,19.82032716,20.44448458,23.02506929,24.339416,25.28680879,26.37505201,27.50205338,28.42543645,27.90653943,29.81058157,30.14062079,35.05612587,36.52083708,36.72882839,38.02669712
CMR,Cameroon,7.739676191,7.776725534,7.566922386,7.601161155,7.799215941,8.476814748,8.78748723,9.776498866,10.64708322,12.90449463,15.82626834,18.58184315,20.42340636,23.00033995,25.72920589,29.9399737,30.40168548,30.29805574,27.77564634,30.43270034,30.08481993,29.30028994,28.25997077,27.49323059,26.68698188,27.28352402,28.54815059,28.04348796,28.71546351,29.36515562,30.69292405,30.81040495,29.612554,30.35521,30.10982108,30.3051906,29.59337593,30.40099123,30.18985538,31.06962507,30.50042139,30.19339396,30.96938502,32.88961751,35.29246645,38.55346012,38.97924276,37.75464094,38.16957041,38.89189876,39.5947256,39.83620566,40.34845061,40.35804308,40.62185592
COD,Democratic Republic of the Congo,9.721169036,9.962908477,10.24340009,10.45820835,10.8115029,10.97485644,15.72005689,15.59277189,14.91748817,15.97412089,15.67133751,16.16990504,20.89141598,22.95581135,26.2854409,23.57044041,24.80595534,26.0579685,27.16592992,24.4192625,25.33228249,23.02243124,23.64096729,25.47571986,23.33818592,23.98555274,25.08512873,23.76617145,24.49950854,23.93430234,26.349049,24.36693597,23.23550641,24.50756095,25.03461071,25.66967876,26.23620253,27.00444829,27.68234519,27.67425016,28.80280743,29.87862362,36.802197,38.76012225,40.73468041,42.25704666,42.75125123,44.4243521,45.10859185,46.79263529,49.62777991,52.84403574,55.97796826,57.20102858,58.49169099
COG,Congo,2.469303016,2.748458154,2.957797276,11.46557419,15.78280175,10.31419675,10.30804547,4.850375603,4.457809771,4.608141444,5.540244472,6.584672659,7.399902851,7.539192938,9.033642831,8.85734088,8.770103627,9.394718864,10.26852501,10.91188813,10.90298708,10.78375629,10.85850975,11.19678548,9.809615154,12.13379505,15.6656427,16.31544783,19.57949164,19.9456919,21.66968004,20.20907212,13.24535484,14.97179964,16.16165435,19.76782899,21.76429568,18.70858093,18.5280637,20.20336985,22.00410535,21.12532311,20.35962433,19.77876836,20.21224025,20.05035081,19.7518419,21.42159571,25.10154805,26.26869819,25.15441461,23.29799937,24.42101069,24.41663341,24.62302646
COK,Cook Islands,0.027527577,0.027746246,0.028179026,0.032798213,0.039161417,0.034439125,0.041098333,0.041944606,0.041901227,0.042569348,0.044211246,0.072348925,0.070576873,0.069008922,0.061650184,0.066182466,0.046053136,0.051370769,0.051935264,0.050238835,0.051927841,0.039895438,0.05794624,0.059697136,0.062024912,0.057736701,0.058570207,0.060345172,0.062367925,0.060820368,0.073816524,0.073628961,0.045890819,0.043010391,0.062668509,0.094920169,0.097834009,0.085687597,0.087527318,0.079233875,0.0965046,0.107159555,0.112120624,0.117220895,0.124206638,0.113169637,0.118666379,0.11366546,0.122282398,0.122172408,0.086325324,0.097218247,0.107110863,0.107502925,0.112081296
COL,Colombia,82.17172718,84.94986817,86.87432232,88.9806547,91.66402586,95.7442562,99.92738871,102.3835222,106.0702758,106.6067201,107.5565291,109.1941283,111.5518879,112.7511968,112.835374,114.9848891,118.0169743,122.9113136,124.9551405,128.8742986,132.2350965,133.8009533,139.083797,143.613646,144.9581179,150.1112531,150.2391619,157.5924831,159.5553058,147.7485526,153.0725297,153.8538754,152.607141,153.2679318,153.8664742,157.5663404,156.4088951,161.2139045,162.3420024,167.7937448,173.7982325,177.254667,175.2878487,185.4022205,185.3513922,187.044393,190.7726058,187.1257675,195.8783053,201.0933285,199.6455172,212.6988857,209.7607635,215.4766194,217.5857301
COM,Comoros,0.193725764,0.197570395,0.200359703,0.205118866,0.211433155,0.216526105,0.224409044,0.229517864,0.235134009,0.241064709,0.241036862,0.240139241,0.237441903,0.237695396,0.238956057,0.235769525,0.223666999,0.25701856,0.25872847,0.262478417,0.311727906,0.300766283,0.298427442,0.304455922,0.310589312,0.32147594,0.332041293,0.337975557,0.359815575,0.386031336,0.419401,0.424043212,0.435842445,0.460181043,0.479461159,0.484382127,0.515387297,0.465087069,0.471272244,0.506071501,0.535042168,0.529017806,0.542476945,0.581961192,0.570482571,0.592634377,0.632496558,0.702211536,0.656801035,0.692166773,0.745241359,0.875926594,0.919501989,0.936895964,0.949389088
CPV,Cabo Verde,0.22829343,0.226429928,0.22914819,0.23096896,0.23901291,0.244728414,0.252665721,0.260726713,0.266458618,0.297713459,0.29700267,0.290394017,0.173658304,0.170144627,0.186628457,0.192812263,0.12819783,0.154608412,0.179262213,0.192974834,0.215668079,0.24029082,0.268648147,0.271856788,0.268867654,0.297996767,0.286267621,0.301709404,0.322342728,0.342356899,0.529156661,0.565690646,0.606163471,0.543876425,0.580534836,0.803005994,0.854711926,0.941285548,0.917216659,0.908336157,0.955864179,1.080254572,0.956802883,0.942740799,0.989283105,1.009245045,1.055018903,1.098716181,1.003850124,1.050893651,0.844169886,0.872583659,0.909812702,0.883040399,0.912564448
CRI,Costa Rica,5.966437228,6.109637909,6.469532603,7.010656,7.009990237,7.384888631,7.476022351,8.24294267,8.663285115,8.874618331,8.718555558,8.816804756,8.437815358,8.773105215,8.970798036,8.862055993,8.936187844,8.95562329,9.072923518,9.371579071,9.594853169,9.880354459,11.07371978,11.07981876,11.49946251,10.95806541,10.91396413,10.93136468,11.49302982,11.25274318,10.98807383,11.13742202,11.15176553,11.58412219,11.85626568,12.2623748,12.83173095,13.94191902,14.12307256,13.94823164,14.10678641,14.52761361,14.12832538,14.47252405,14.69240999,14.49079213,15.17187543,15.51893922,15.99829329,15.85293249,14.34765351,15.42777235,15.68503925,16.72671836,17.07687228
CUB,Cuba,42.48445076,40.83203998,39.94252883,41.7924392,44.02781501,45.00612371,46.91398633,49.43962947,52.16797151,53.2072331,53.61538317,54.16217109,53.52581469,55.80262185,58.74184536,55.97218514,56.69087984,59.61336442,61.29827588,62.81570636,59.03175526,49.70876873,42.95243063,39.1490821,40.14986546,41.10778267,43.85973442,46.36203166,45.23480102,45.72569116,46.0278619,44.45709643,43.06071423,42.15162209,41.3099796,41.51186195,42.84363474,43.84613497,43.26765669,43.74914735,44.54077522,44.36567631,45.4923537,46.00971604,44.11342608,46.21380106,44.14076321,43.10980413,43.4530375,38.99965052,34.48396485,37.74225157,34.99699281,35.0999499,35.98571715
CYM,Cayman Islands,0.036091552,0.038473334,0.04715865,0.050191085,0.048661092,0.059315497,0.057944044,0.065764355,0.068687195,0.070866976,0.07332363,0.075168957,0.076109022,0.085006625,0.085080019,0.087986788,0.096667773,0.107360774,0.120477149,0.123376014,0.129792801,0.127970664,0.130810921,0.122347946,0.143123103,0.149942566,0.149448213,0.153776769,0.158133406,0.160647367,0.15122822,0.150861494,0.163861228,0.172136919,0.161352622,0.169189744,0.187396088,0.230495289,0.249138802,0.253244048,0.273450096,0.225128579,0.216398644,0.242747229,0.258831058,0.278358679,0.29148534,0.309854916,0.338914268,0.425413748,0.36328229,0.345773787,0.391219535,0.392726705,0.405936544
CYP,Cyprus,2.968103409,3.013069306,3.509809967,3.629695689,2.88867595,2.815946137,3.261798917,3.444847622,3.58535695,3.782626297,3.969589764,3.84908659,3.939256286,3.943275609,4.02628463,3.987151814,4.349987883,4.944674141,5.016544031,5.271391886,5.581429011,6.121625939,6.527066342,6.814454168,7.093187642,6.985506638,7.382255998,7.460274448,7.79205944,8.071944372,8.337122849,8.262519295,8.489635615,9.169332749,9.123835094,9.233541004,9.352051902,9.665153162,9.876658442,9.68368377,9.353509885,9.136699607,8.603970511,7.92458117,8.339705869,8.406475738,8.828700063,9.03294856,8.934440039,8.97687006,8.612908415,8.756337237,9.055426358,9.107764356,9.343180513
CZE,Czechia,220.0943646,221.0153371,221.1156656,219.3419262,202.9017922,210.733422,216.5951806,228.449087,226.5263925,236.9222008,229.7946691,230.1927048,232.1521764,233.2528547,236.5189864,233.3289057,231.8285889,231.5446844,227.656711,219.7438767,199.5816416,179.9960642,172.1907134,165.7469109,158.0029566,156.9917974,162.0866932,158.4915689,152.0616072,144.0564747,158.1380646,158.193695,152.4268287,155.5017207,156.2949694,153.1457367,154.8528921,156.6909839,150.3401757,143.2321141,145.0687226,142.5795739,138.2692566,133.7777647,131.9113467,133.5259652,134.6852577,135.4786117,133.8590235,128.1938798,118.2476574,123.5248968,121.9162153,108.8331133,100.3792061
DEU,Germany,1325.314845,1317.754608,1341.96007,1396.902032,1363.117814,1298.818346,1361.93266,1337.838512,1379.56414,1433.043001,1379.371843,1342.73402,1292.20304,1305.501495,1322.572119,1323.133542,1311.8178,1300.571555,1293.085369,1280.578681,1235.632889,1210.166685,1146.5932,1132.911122,1118.78018,1110.487324,1137.309394,1099.176289,1079.099168,1037.348345,1033.124998,1041.652389,1021.946065,1024.375599,1007.159948,980.8166804,987.4568867,959.3779017,958.3079551,892.9403422,939.3062031,910.5429355,921.435375,938.5372071,899.2231649,904.2443494,906.9210134,890.4564853,859.305944,806.0432538,747.026787,773.6885913,758.3871834,685.6583596,674.3583263
DJI,Djibouti,0.982605602,0.997873129,1.003500016,1.034725423,1.110225942,1.169247055,1.218514854,1.296514103,1.340199708,1.496516485,1.514322707,1.271840502,1.222868711,1.13202424,1.041603196,1.074810106,1.071167393,1.313758362,1.293211366,1.993891773,1.85070676,2.124037889,1.961574469,1.978542358,2.010444879,2.088575422,2.155332702,2.174699563,2.221283712,2.32555726,1.868211725,1.881406154,1.915821934,1.975558519,1.955968646,1.934861626,1.914056062,1.950501339,2.040392855,1.934534406,2.014625074,1.843095261,2.037290925,2.136095027,2.158143369,2.095764507,2.077763742,2.022400525,2.092715322,2.221568072,2.162620523,2.260187139,2.34515285,2.388353192,2.417344572
DMA,Dominica,0.032204862,0.034258134,0.036778996,0.038117649,0.038308705,0.041270331,0.041685975,0.044226205,0.04564358,0.047173233,0.048262485,0.053766222,0.053867793,0.054280255,0.057156381,0.059618745,0.060111572,0.071652262,0.07558368,0.079037169,0.079487123,0.079253199,0.079486513,0.09702759,0.109771244,0.117642708,0.12361061,0.121361819,0.09533433,0.121249108,0.113909791,0.114170213,0.108845146,0.116228832,0.120400558,0.119591266,0.123554853,0.137518056,0.135799233,0.137608117,0.140465172,0.124505885,0.120090957,0.12570863,0.133384301,0.138825029,0.144473125,0.135505103,0.137915795,0.153262415,0.144066418,0.14378786,0.148818819,0.149274975,0.152356897
DNK,Denmark,80.29583468,75.78800006,77.45123545,76.98250515,71.62866162,73.32009596,77.72652294,81.09656552,81.04229871,84.15121011,84.63087083,72.46325716,75.38550199,73.26263756,72.31222668,79.80107796,80.80375074,78.31677293,73.86221133,68.7271128,69.02149371,79.72645302,73.71168967,76.31052757,80.07545988,77.06397899,90.52363913,80.63306385,76.59207506,73.52466065,69.52347418,71.10020882,70.26505351,75.76855039,69.68765997,65.97091795,73.17473141,68.67706695,64.97629376,62.74258517,63.12920561,57.81704324,52.95977787,54.55424308,50.38496476,48.23852333,49.98395699,47.70304083,47.66809862,44.0304397,41.8742243,43.25627625,41.55350423,38.94605606,38.26462931
DOM,Dominican Republic,8.646895646,9.228855046,10.57505969,10.77383969,11.75564157,12.2574239,12.6069824,13.16508423,13.15731489,13.81144944,14.06658545,13.48390794,13.76430707,15.26034921,15.5885523,14.56277037,15.45261554,16.87990512,16.96967783,18.00407382,16.65474021,17.45897975,18.71116246,18.77702178,20.44892456,21.1833413,22.38664204,24.29319021,26.45470907,27.06028934,27.61603923,28.23143315,30.62387731,28.3248559,27.77504477,28.96798935,31.1963672,32.30243973,32.56125212,32.12943449,33.5340931,33.90064023,34.78821247,34.48693851,34.99987303,37.41138337,38.79505099,38.03808678,40.38469077,43.59509903,42.51287213,45.82034098,48.84682744,49.80177391,51.58079848
DZA,Algeria,56.30494215,59.6942246,81.80449021,94.5108521,84.23132888,80.58243762,94.97691966,103.3824977,112.0138798,113.4489361,109.0937291,102.354349,105.5035669,108.0938766,113.2958342,124.0419624,128.8837308,126.8365701,126.8524367,129.7728124,132.0025603,132.8174546,142.9080101,145.9061584,144.3705536,152.5230574,151.5478615,142.0393984,141.1603134,145.3804201,153.6761865,142.9341166,142.3188028,155.9363468,153.9169467,158.9640519,167.1978811,166.8475133,174.8589472,170.941361,178.7393619,185.3148996,201.4690512,206.2920474,218.979713,228.8334099,226.6875774,231.7154187,240.5805887,247.0899292,233.8310501,245.876221,255.863348,258.9389596,252.6999971
ECU,Ecuador,12.42698801,11.75048819,13.40387048,17.21236223,18.09152524,18.67737556,20.64082084,22.29598103,23.84326317,25.29828685,26.31957415,27.97891477,28.26959178,27.95223335,29.93701016,31.38564789,32.35575793,29.240376,33.83603633,33.77123364,35.32570759,35.99256792,38.41182208,39.34412735,41.51733253,44.21885342,48.55808586,49.82869709,47.79770808,44.33881528,42.72612585,46.67544798,46.87524597,48.95181061,52.70945605,53.56791226,56.08640513,56.3220245,57.91550813,62.05559741,66.04675704,66.62305483,66.96287394,70.25357156,72.19481914,70.91066806,70.110174,68.62617783,69.31497297,69.75359134,63.96262292,68.46669075,70.85651221,73.19976791,74.40855059
EGY,Egypt,59.15851669,58.56286145,59.46595427,56.64165593,60.98875872,65.53694374,73.34041023,77.01150008,80.0726735,84.06265021,90.22137806,97.21944814,103.6173899,111.3250239,120.2739395,125.7647875,128.449326,137.4806776,139.0924287,145.3574119,149.1836356,159.0324498,162.029939,163.8677295,159.5338778,169.6679775,180.063879,187.4375535,192.1676095,205.2826358,205.5178791,219.4727098,225.6517046,230.8976445,245.7040953,264.5886998,276.7798656,291.1198889,294.1135433,301.7206387,301.7043305,311.4754041,326.2502957,320.1896261,325.1376584,331.5431729,344.7620579,357.5541393,352.9856196,326.4248716,335.7242181,352.5479574,350.4004061,369.7261692,386.5982285
ERI,Eritrea,4.106027916,4.136925684,4.087703672,4.131778841,4.096843385,4.006187872,4.008081499,3.995727655,4.053521666,4.126919507,4.178572728,4.241959131,4.251596903,4.367857425,4.272892544,4.378377268,4.469504568,4.427760503,4.495623102,4.631499745,4.70438024,4.804429441,5.036224364,4.255754023,4.465091057,4.588243855,5.068508384,5.461572825,5.209439446,5.337786032,5.432278781,5.350974359,5.305669915,5.424077102,5.495449116,5.464489795,5.31644065,5.533686873,5.481284235,5.542575062,5.536700573,5.819166119,5.889324816,5.920066026,5.973800281,6.006570415,6.093899038,6.095220806,6.209392347,6.272248704,6.309533274,6.402913921,6.495019736,6.537006742,6.579257989
ESH,Western Sahara,0.222177037,0.225354231,0.238266619,0.242934048,0.253080967,0.26514798,0.27351613,0.284957349,0.289575232,0.307848347,0.327157594,0.319182373,0.33026782,0.33431115,0.337717859,0.358339221,0.36770172,0.413807515,0.40732451,0.398957117,0.403597291,0.440810149,0.423917707,0.417750063,0.422668304,0.451989234,0.461306974,0.475482619,0.483455042,0.497437049,0.563518029,0.579446885,0.585373386,0.60139003,0.609318417,0.614045709,0.618199483,0.616460095,0.622220163,0.622611169,0.622082432,0.612472256,0.616988324,0.618585221,0.616394202,0.623973619,0.628416338,0.604072843,0.617008436,0.632672575,0.604440761,0.65654631,0.687905706,0.714425911,0.735414023
ESP,Spain and Andorra,188.7197582,186.3124198,199.6399831,213.9806986,227.5326158,233.8649604,252.6156331,245.4197327,246.0897732,258.8852435,272.1910321,277.1215824,272.9246748,275.1018608,265.9839001,258.896875,264.1091672,262.4363852,270.1913779,289.6131858,294.5470095,302.7543863,310.6037554,296.1112275,308.8733212,325.0228146,317.1930032,339.8332361,349.8660712,374.3480587,392.4455625,389.9998822,408.1296101,417.1298958,434.2036527,448.8606972,440.4547901,457.4613351,422.1464374,381.9898366,369.0797521,368.775559,363.8889972,334.1025586,332.7515249,344.1543551,336.1589624,350.3164018,342.6506758,324.2335718,283.7112646,302.6753058,306.6168241,286.8651232,285.6383222
EST,Estonia,26.16228102,26.3226676,28.28544108,31.67680385,34.81096364,37.45826735,39.10797824,40.53635731,42.95730619,44.48638315,45.97054859,47.03906032,47.23425413,47.0672307,46.08004086,45.30521273,44.31629969,43.73225949,41.72737532,38.45553435,45.60879955,41.93211441,31.46340511,26.37242069,26.65063979,24.61176737,25.61086926,25.14218669,22.99072473,21.37318933,21.76102133,22.25614848,21.54028127,23.56418519,24.15190796,24.08259063,23.41755596,27.22877979,25.1666032,21.81734477,26.75668219,26.87632692,25.8530455,28.40311419,27.63183202,25.91060283,25.29900145,26.78213813,28.5446615,19.87528824,16.0162456,16.71891315,18.74401948,14.98430473,14.12920184
ETH,Ethiopia,55.65807867,55.99040227,55.4528965,56.01468329,55.9337045,54.39698251,54.22859693,54.86659729,55.43140115,55.94245236,55.91377913,56.35558866,57.41678679,58.99777219,57.51124841,59.89985235,63.2646845,61.0578193,61.92082091,64.9792932,66.77577195,67.66694612,69.5141864,64.49840996,67.1073615,68.22377332,71.67339894,74.06054542,79.05611305,79.14539034,77.08088619,82.5438206,90.30859052,89.58947659,92.11786106,95.53247794,101.3472702,110.9998851,116.4715381,121.1547311,126.8017696,126.6653981,131.8641748,137.0357622,143.1732812,147.7179197,154.2916211,157.8414247,162.6821764,173.8742496,181.5333937,176.9605636,180.4635544,188.4469351,192.7040067
FIN,Finland,58.24325497,57.60683535,61.24526409,65.61662717,61.83659931,61.5922418,67.4983907,66.95674809,74.03549871,74.21315345,75.10137464,65.4783362,63.53751576,62.5915336,62.94467452,67.07170956,67.32569219,72.00845157,70.53382592,70.51058675,73.04068519,73.41712322,70.1412939,71.62252634,78.66325718,75.32280986,81.58963009,79.63206893,76.88772889,76.14972083,74.687583,80.71707815,83.01254107,91.62207609,87.93503211,75.20585704,87.46374353,85.63339527,76.72808551,73.11975147,82.93813123,74.70145528,68.64186052,69.56400342,65.5626288,61.79119342,64.60736358,61.54733014,62.98031322,59.60703917,54.34646983,55.40259741,54.09155972,49.87398413,48.67899597
FJI,Fiji,1.363120326,1.385281136,1.448168298,1.619975449,1.841437945,1.680847954,1.677982544,1.765251499,1.754962507,1.886594905,1.985593919,2.042013037,2.03269349,1.839136955,1.735429748,1.857780659,1.917230678,1.848279417,1.854330384,1.996007703,2.130431411,2.02231052,2.159959476,2.315800996,2.42523442,2.463792216,2.512084719,2.550902412,2.518397986,2.610828956,2.78607471,2.927910257,2.624865766,2.855142216,3.345500029,3.096234415,3.240462717,3.106535404,2.675453506,2.432751022,3.072648004,2.614938005,2.581889843,2.774327913,2.479341566,2.539110027,2.533812022,2.537775676,2.676894397,2.757006046,2.147926897,2.372339197,2.525598368,2.648905942,2.75089881
FLK,Falkland Islands,0.155746338,0.156390967,0.155623286,0.147737648,0.148964745,0.153316772,0.153150799,0.152117112,0.15357456,0.154033407,0.154260939,0.15082526,0.15219736,0.153964063,0.155946595,0.158792986,0.16022377,0.154890923,0.161245747,0.173116637,0.164788901,0.162936105,0.157255245,0.157338402,0.161277429,0.165644338,0.151857691,0.162174781,0.15461573,0.152132325,0.15472669,0.151961116,0.153097879,0.155465294,0.155705263,0.155922363,0.158984362,0.161799705,0.162573861,0.164185053,0.164003665,0.160015023,0.16083075,0.162799942,0.163809268,0.164310804,0.166031172,0.164286726,0.161497591,0.164381767,0.165196641,0.168007771,0.169551479,0.171434137,0.172894957
FRA,France and Monaco,634.0024739,644.7202335,661.4684149,699.0736089,680.4051597,638.4788603,683.1787558,665.653244,683.1796181,692.0037207,668.9862163,617.9200254,597.7787483,581.9781774,569.840116,554.1965199,541.2669532,531.3688506,528.394229,536.4456186,530.8999574,561.6962738,546.9112933,524.3386496,518.6118464,529.1787688,547.1546266,533.362838,545.644926,538.1658619,538.0612964,542.4664947,536.0792815,539.6476563,541.1637065,541.8791571,528.1981283,522.8757459,515.5236225,501.2922858,510.8051036,493.1714495,495.3533448,490.0010539,455.8540955,461.670681,462.9621948,465.7703968,452.349071,443.901421,401.5863671,430.8782195,417.1810199,390.7429051,378.1201903
FRO,Faroes,0.08792297,0.087032916,0.087961542,0.088109467,0.088262674,0.088219663,0.089501037,0.08961397,0.089391257,0.088826377,0.088840677,0.088618451,0.088493401,0.088819204,0.088948803,0.088835664,0.08885185,0.089423441,0.089560572,0.089695019,0.09007622,0.089834236,0.089664281,0.089799174,0.089817238,0.08968217,0.08964104,0.089797897,0.089744122,0.089922565,0.090155398,0.090853024,0.091053261,0.091189162,0.09129671,0.091151453,0.091078391,0.091140927,0.091027746,0.091186515,0.091169054,0.091495279,0.091777235,0.091872677,0.094211183,0.094426104,0.094709278,0.095113204,0.095409324,0.095250453,0.095788238,0.096081678,0.095653913,0.09645907,0.096616748
GAB,Gabon,6.830731418,7.35085198,7.920375307,11.8748061,14.55025559,16.75835697,17.62321965,17.39956066,17.3734156,16.4754717,15.38883514,14.52190354,14.89128465,14.43378065,15.82043868,17.09160071,14.60992715,13.62421956,14.23867102,17.34520813,20.42420472,19.6005666,20.89302218,21.55058426,21.09472562,23.58147161,26.5686808,24.53593996,28.52064924,27.15821163,27.94836691,28.01479182,27.0927509,30.18827251,27.92960265,26.27755338,22.63620505,19.56239238,21.04069429,20.46304229,21.00566817,20.70405018,20.592694,20.36092864,20.53876434,21.39914505,21.44363363,19.69580711,18.34446242,20.2552473,20.08623515,19.16909528,19.93819505,21.55332212,21.78199182
GBR,United Kingdom,869.8715793,865.6066171,845.4663601,886.36579,836.5490991,825.1765436,832.3453747,837.726161,835.7817619,875.853277,811.0208081,790.563561,774.0438406,766.9966174,722.8289487,765.2291053,788.688338,788.8466251,785.7679074,769.855205,778.1310921,788.3788928,770.6952669,750.4328521,737.4014801,734.7260994,755.9060025,735.4772911,730.3316071,717.6552148,718.079148,724.328042,705.8174982,715.577375,710.5495868,703.6284509,698.5336687,685.4282939,663.2772999,607.9304651,622.7241409,578.6500235,599.4118245,585.7784419,544.7089643,527.8980282,502.4784788,490.8399732,482.1679817,464.7090064,421.5411439,437.8694404,423.3671645,400.6094991,386.6957166
GEO,Georgia,29.39079538,29.36873021,31.00064888,32.67773748,34.15133639,36.2188726,36.72760952,37.08493288,37.96427627,39.14261739,40.03088833,40.42271198,39.97090979,39.38633169,39.2016296,38.78573276,38.42518337,38.91022759,38.3705586,37.15361321,40.81956148,32.72482958,26.86692456,22.49231811,16.29175279,13.74610305,12.46669506,11.7554743,11.14366987,10.68998998,11.24137342,9.620948964,9.689674737,10.24725258,10.53420251,11.15171273,11.78580918,12.66921288,11.78092639,12.78120606,12.18963812,13.62460393,14.79795196,15.73513848,16.53460676,16.7895685,17.2102603,17.2876135,17.14667947,17.8789828,17.52754771,18.56031385,19.70644634,19.65280835,19.6028247
GHA,Ghana,6.845152618,6.940058645,7.358494904,7.497184021,8.100143469,8.187813382,8.310066384,8.486425695,8.29627523,8.380825697,8.421598376,9.044333455,8.963262034,7.452535279,7.921872562,8.562195726,9.193817796,9.64387516,9.862801004,10.5592398,10.47349886,10.70397165,11.24959911,11.57706556,11.97967163,12.39017883,13.06574097,13.42182618,15.15446412,16.07807121,15.54059244,16.15541266,17.54193364,17.21055061,17.11975554,17.87664969,19.81973832,20.37349548,22.03728414,23.1532971,24.49869064,27.52218091,30.36376609,32.47046709,32.66555272,33.95998064,34.63066963,38.43209284,40.45749094,42.69472894,45.70002384,46.52969894,46.91791862,46.82251112,48.0939489
GIB,Gibraltar,0.081467147,0.082546609,0.072507267,0.073048036,0.073062602,0.076223914,0.075610839,0.07252673,0.069364218,0.09231663,0.107691151,0.101233361,0.111354285,0.101706273,0.098372279,0.104650765,0.130739257,0.142545008,0.158214673,0.151529535,0.15786348,0.217715831,0.256464052,0.259626575,0.304397578,0.298034632,0.304331411,0.313914851,0.329779985,0.342434391,0.358224288,0.367650068,0.37400287,0.380371104,0.412165032,0.424803737,0.443839637,0.440742333,0.450108519,0.491240053,0.494500477,0.47876386,0.488424937,0.520139294,0.558245659,0.608941967,0.634685573,0.672998196,0.713676298,0.741741044,0.662402341,0.664686479,0.659070953,0.652701414,0.658904527
GIN,Guinea,4.324650355,4.342672767,4.405677781,4.53052106,4.643916652,4.783803397,4.845817725,4.905710585,4.951306809,5.08001816,5.106230842,5.134290287,5.416262763,5.566972548,5.551777556,5.381643401,5.110586129,5.76793795,5.984127188,6.219523329,6.897694379,7.211155359,6.763424443,7.090751455,7.549005492,7.808715505,8.850269074,8.160341524,8.549165074,9.747851917,10.50014904,10.77213042,11.18840014,11.67627505,12.09362599,12.56140922,13.09219751,13.5627771,14.15579057,14.72994096,16.59792905,16.85254366,17.43316441,17.89956748,18.49472213,19.74324686,20.95971446,21.69028903,23.01029367,24.91067673,26.29124055,27.11310403,28.63672801,28.61512963,29.37591394
GLP,Guadeloupe,0.412771164,0.41984697,0.446343994,0.45797867,0.439739516,0.473503052,0.473683701,0.494031524,0.504516558,0.507805943,0.505585457,0.572535518,0.614332632,0.649942654,0.710419946,0.692329687,0.691110038,0.757491673,0.838302523,0.886860088,0.932814864,0.98363563,0.932052138,0.976451534,1.018449585,0.9984799,1.030625353,1.072874648,1.082760826,1.05686455,0.873812531,0.902296226,0.988328048,0.987664033,0.954510656,0.963083751,1.047389125,1.094364115,1.109887986,1.170328956,1.296989022,1.394581512,1.393856175,1.396291418,1.400118752,1.408313886,1.409817274,1.409164644,1.411933477,1.410610319,1.409195536,1.408905889,1.408614282,1.411036575,1.448909554
